ObjectID,Title,ConstituentID,Date,Medium,Dimensions,Classification,Department,DateAcquired,URL,ImageURL,OnView
",Sculpture,"Painting & Sculpture",1959-04-22,https://www.moma.org/collection/works/81670,https://www.moma.org/media/W1siZiIsIjMxMDI5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=63edd8f7c51e43f9,"MoMA, Floor 1, Sculpture Garden"
81698,"La Serpentine",3832,"Issy-les-Moulineaux, fall 1909",Bronze,"22 1/4 x 11 x 7 1/2" (56.5 x 28 x 19 cm)",Sculpture,"Painting & Sculpture",1939-12-08,https://www.moma.org/collection/works/81698,https://www.moma.org/media/W1siZiIsIjQ2MjU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6aaf6989985c4c87,"MoMA, Floor 5, 506"
81717,Moonbird,4016,1966,Bronze,"90 × 78 × 57", 1400 lb. (228.6 × 198.1 × 144.8 cm, 635 kg)",Sculpture,"Painting & Sculpture",1994-12-08,https://www.moma.org/collection/works/81717,https://www.moma.org/media/W1siZiIsIjE2NTQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9412ab702617dc22,"MoMA, Floor 1, Sculpture Garden"
81729,"Endless Column",738,"version I, 1918",Oak,"6' 8" x 9 7/8" x 9 5/8" (203.2 x 25.1 x 24.5 cm)",Sculpture,"Painting & Sculpture",1983-10-11,https://www.moma.org/collection/works/81729,https://www.moma.org/media/W1siZiIsIjMxMzg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4d0094622c85e07f,"MoMA, Floor 5, 508"
81732,Extend-Expand,2310,1983,"Bronze with polychromed patina","7' 1" x 51" x 33 5/8" (215.7 x 129.5 x 85.4 cm)",Sculpture,"Painting & Sculpture",1983-10-11,https://www.moma.org/collection/works/81732,https://www.moma.org/media/W1siZiIsIjU1NjQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8637668df7f4b503,"MoMA, Floor 3, 3 East"
81782,"Side by Side",1031,1972,"Modeling paste, gesso, and graphite on board, five pieces","Overall 8' 2" x 12' 1/2" x 1/2" (248.9 x 367 x 1.3 cm)",Sculpture,"Painting & Sculpture",1980-12-09,https://www.moma.org/collection/works/81782,https://www.moma.org/media/W1siZiIsIjM4MTk2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8ad6af5f8f3ae2fe,"MoMA, Floor 4, 420"
81784,"Untitled (Bébé Marie)",1247,"early 1940s","Papered and painted wood box, with painted corrugated cardboard bottom, containing doll in cloth dress and straw hat with cloth flowers, dried flowers, and twigs, flecked with paint","23 1/2 x 12 3/8 x 5 1/4" (59.7 x 31.5 x 13.3 cm)",Sculpture,"Painting & Sculpture",1980-12-09,https://www.moma.org/collection/works/81784,https://www.moma.org/media/W1siZiIsIjE5ODI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fb42ba2cf466e2e8,"MoMA, Floor 5, 517"
81795,Fish,738,"Paris 1930","Blue-gray marble 21 x 71 x 5 1/2" (53.3 x 180.3 x 14 cm), on three-part pedestal of one marble 5 1/8" (13 cm) high, and two limestone cylinders 13" (33 cm) high and 11" (27.9 cm) high x 32 1/8" (81.5 cm) diameter at widest point","21 × 71 × 5 1/2" (53.3 × 180.3 × 14 cm)
Pedestal: 5 1/8" (13 cm)
Other (cylinder): 13 × 32 1/8" (33 × 81.6 cm)
Other (cylinder): 11" (27.9 cm)",Sculpture,"Painting & Sculpture",1948-10-06,https://www.moma.org/collection/works/81795,https://www.moma.org/media/W1siZiIsIjE1OTE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bb455535d1e6835b,"MoMA, Floor 5, 508"
81798,"The River",3697,"Begun 1938-39; completed 1943 (cast 1948)",Lead,"53 3/4" x 7' 6" x 66" (136.5 x 228.6 x 167.7 cm), on lead base designed by the artist 9 3/4 x 67 x 27 3/4" (24.8 x 170.1 x 70.4 cm)",Sculpture,"Painting & Sculpture",1948-10-06,https://www.moma.org/collection/works/81798,https://www.moma.org/media/W1siZiIsIjQzMDYxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7cb794ad9d546d75,"MoMA, Floor 1, Sculpture Garden"
81806,"The Machine-Gunneress in a State of Grace",452,1937,"Construction of wood and metal","30 7/8 x 29 3/4 x 13 5/8" (78.5 x 75.5 x 34.5 cm), on wood base 4 3/4 x 15 3/4 x 11 7/8" (12 x 40 x 29.9 cm)",Sculpture,"Painting & Sculpture",1968-05-07,https://www.moma.org/collection/works/81806,https://www.moma.org/media/W1siZiIsIjIzMDUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d3c053f7b7f03465,"MoMA, Floor 5, 517"
81811,Untitled,2948,1968,"Painted steel","48 3/8" x 10' x 10' 1" (122.8 x 305 x 307.6 cm)",Sculpture,"Painting & Sculpture",1968-05-07,https://www.moma.org/collection/works/81811,https://www.moma.org/media/W1siZiIsIjQ2NTk2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=09a8d47c2814d60b,"MoMA, Floor 4, 413"
81849,"Hands Holding the Void (Invisible Object)",2141,"1934 (cast c. 1954-55)",Bronze,"59 7/8 x 12 7/8 x 10" (152.1 x 32.6 x 25.3 cm)",Sculpture,"Painting & Sculpture",1995-12-12,https://www.moma.org/collection/works/81849,https://www.moma.org/media/W1siZiIsIjUyNzc1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d218de7c291e7625,"MoMA, Floor 5, 517"
81861,"Saffa Super Matchbox",2455,1965,"Polyvinyl acetate paint on plywood","45 1/2 x 34 1/4 x 3" (115.5 x 86.9 x 7.5 cm)",Sculpture,"Painting & Sculpture",1969-10-07,https://www.moma.org/collection/works/81861,NULL,"MoMA, Floor 4, 412"
81863,Law,2812,1960-62,"Acrylic gesso on wood beam with wood-and-iron wheel","44 1/8 x 10 7/8 x 3 1/8" (111.9 x 27.6 x 7.8 cm)",Sculpture,"Painting & Sculpture",1969-10-07,https://www.moma.org/collection/works/81863,https://www.moma.org/media/W1siZiIsIjIwOTI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=27b12dee5bfc8c3d,"MoMA, Floor 5, 516"
81870,"The Jester",4609,"1905 (cast 1950s)",Bronze,"15 1/4 x 13 3/4 x 8 5/8" (38.7 x 34.8 x 21.9 cm)",Sculpture,"Painting & Sculpture",1995-12-12,https://www.moma.org/collection/works/81870,https://www.moma.org/media/W1siZiIsIjIwOTI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98497259d4aba16f,"MoMA, Floor 5, 502"
81893,"My Pacific (Polynesian Culture)",4324,1942,Driftwood,"41 x 21 x 8 1/4" (104.1 x 53.3 x 20.9 cm)",Sculpture,"Painting & Sculpture",1996-12-09,https://www.moma.org/collection/works/81893,https://www.moma.org/media/W1siZiIsIjUyNzc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a1049852201c0f70,"MoMA, Floor 5, 509"
81914,"Head of the Montserrat, II",2231,1942,Bronze,"12 3/8 x 7 3/4 x 11 1/8" (31.3 x 19.6 x 28.1 cm)",Sculpture,"Painting & Sculpture",1965-12-07,https://www.moma.org/collection/works/81914,https://www.moma.org/media/W1siZiIsIjIwOTUwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e6b39c78537fcc8d,"MoMA, Floor 5, 522"
81915,Object,4016,"Barcelona, spring 1936","Stuffed parrot on wood perch, stuffed silk stocking with velvet garter and doll's paper shoe suspended in hollow wood frame, derby hat, hanging cork ball, celluloid fish, and engraved map","31 7/8 x 11 7/8 x 10 1/4" (81 x 30.1 x 26 cm)",Sculpture,"Painting & Sculpture",1965-12-07,https://www.moma.org/collection/works/81915,https://www.moma.org/media/W1siZiIsIjIxMTk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=00362358968c4a3b,"MoMA, Floor 5, 517"
81968,"French Atomic Bomb",2812,1959-60,"Acrylic gesso on wood beam with metal element and metal wheel","38 5/8 x 11 5/8 x 4 7/8" (98 x 29.5 x 12.3 cm)",Sculpture,"Painting & Sculpture",1964-11-10,https://www.moma.org/collection/works/81968,https://www.moma.org/media/W1siZiIsIjIwOTU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a411f2ebec74b84a,"MoMA, Floor 5, 516"
81974,"34 with Scars",7958,1991,"Acrylic, embroidery thread, and plastic tacks on voile","16 1/8 x 12 3/16" (41 x 31 cm)",Sculpture,"Painting & Sculpture",2001-02-12,https://www.moma.org/collection/works/81974,https://www.moma.org/media/W1siZiIsIjUzMDAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8b9e440c600d5765,"MoMA, Floor 3, 3 East"
81986,"Enak's Tears (Terrestrial Forms)",11,1917,"Painted wood","34 x 23 1/8 x 2 3/8" (86.2 x 58.5 x 6 cm)",Sculpture,"Painting & Sculpture",1979-12-11,https://www.moma.org/collection/works/81986,https://www.moma.org/media/W1siZiIsIjIxMTk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0c5714444ae76be3,"MoMA, Floor 5, 508"
82016,"Water Tower",6910,1998,"Translucent resin and painted steel","12' 2" (370.8 cm) high x 9' (274.3 cm) in diameter",Sculpture,"Painting & Sculpture",1999-12-06,https://www.moma.org/collection/works/82016,https://www.moma.org/media/W1siZiIsIjIzMDA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cc6537217071463d,"MoMA, Floor 1, Sculpture Garden"
82041,Love,3774,1962,"Plaster and Coca-Cola bottle","6 1/4 x 4 1/8 x 8 1/8" (15.8 x 10.5 x 20.6 cm)",Sculpture,"Painting & Sculpture",1974-02-11,https://www.moma.org/collection/works/82041,https://www.moma.org/media/W1siZiIsIjE1Mjg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0300b3f8ee05014a,"MoMA, Floor 4, 412"
82053,"Giant Soft Fan",4397,1966-67,"Vinyl filled with foam rubber, wood, metal, and plastic tubing","Fan, approximately 10' x 58 7/8" x 61 7/8" (305 x 149.5 x 157.1 cm), plus cord and plug 24' 3 1/4" (739.6 cm) long",Sculpture,"Painting & Sculpture",1967-10-18,https://www.moma.org/collection/works/82053,https://www.moma.org/media/W1siZiIsIjQwMTY1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=99a7add66c944959,"MoMA, Floor 4, 413"
82208,"Cubist Landscape",4942,1912,"Oil on canvas","25 3/4 x 35 1/2" (65.4 x 90.2 cm)",Painting,"Painting & Sculpture",2001-11-12,https://www.moma.org/collection/works/82208,https://www.moma.org/media/W1siZiIsIjE1NzAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3836778c0dcaed39,"MoMA, Floor 5, 503"
82320,"Houston Drawing 3",3758,1973,"Charcoal on paper","41 x 29 1/2" (104.1 x 74.9 cm)",Drawing,"Drawings & Prints",2001-12-11,https://www.moma.org/collection/works/82320,https://www.moma.org/media/W1siZiIsIjIzNjc5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f99c0a450075ea58,"MoMA, Floor 4, 407"
82369,"Les Terrasses, Villa Stein-de-Monzie, Garches, France","3426, 2899","1926–1928 (model 1970)","Acrylic, wood, metal and paint","35 1/4 × 35 1/4 × 20 7/8" (89.5 × 89.5 × 53 cm)
Vitrine: 30 × 45 × 45" (76.2 × 114.3 × 114.3 cm)
Tray: 3 × 45 × 45" (7.6 × 114.3 × 114.3 cm)",Architecture,"Architecture & Design",1970-01-01,https://www.moma.org/collection/works/82369,https://www.moma.org/media/W1siZiIsIjUzMTI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8bf5d4c19a5e7072,"MoMA, Floor 5, 513"
82533,"Quarantania, III",710,"1949-50 (cast 2001)",Bronze,"58 1/4 x 12 3/4 x 2" (148 x 32.4 x 5.1 cm)",Sculpture,"Painting & Sculpture",2002-02-11,https://www.moma.org/collection/works/82533,https://www.moma.org/media/W1siZiIsIjIyNjU3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=259e0c175753201e,"MoMA, Floor 1, Sculpture Garden"
83089,Pants,5749,1930-41,"Gelatin silver print","5 11/16 × 7 7/8" (14.5 × 20 cm)",Photograph,Photography,1941-01-16,https://www.moma.org/collection/works/83089,https://www.moma.org/media/W1siZiIsIjI1MjI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fac094f8fb574dba,"MoMA, Floor 5, 519"
83778,"The Little Boot",2595,1931,"Gelatin silver print","8 3/16 × 11 1/4" (20.8 × 28.6 cm)",Photograph,Photography,2001-12-13,https://www.moma.org/collection/works/83778,https://www.moma.org/media/W1siZiIsIjIwMjQxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb7fc0582573cbc7,"MoMA, Floor 5, 517"
83858,"Photogram Signet",24533,1925–29,"Gelatin silver print","9 3/8 × 7" (23.8 × 17.8 cm)",Photograph,Photography,2001-12-13,https://www.moma.org/collection/works/83858,https://www.moma.org/media/W1siZiIsIjIwMjg4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ef9768eb8b50e981,"MoMA, Floor 5, 505"
83859,"Motorcycle in the Race",24533,1925,"Gelatin silver print","8 11/16 × 6 7/8" (22 × 17.4 cm)",Photograph,Photography,2001-12-13,https://www.moma.org/collection/works/83859,https://www.moma.org/media/W1siZiIsIjIwMjg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=180533087d2652be,"MoMA, Floor 5, 505"
84120,Untitled,3758,1971,"Oil and pencil on paper","22 3/8 x 30 1/2" (56.8 x 77.5 cm)",Drawing,"Drawings & Prints",2002-04-09,https://www.moma.org/collection/works/84120,https://www.moma.org/media/W1siZiIsIjIyNzI3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=45b39b7797174d65,"MoMA, Floor 4, 407"
84130,"Vase (3031)",34,1936,"Mold-blown glass","11 1/2 x 12 1/4 x 11 1/4" (29.2 x 31.1 x 28.6 cm) (irreg.)",Design,"Architecture & Design",2002-05-13,https://www.moma.org/collection/works/84130,https://www.moma.org/media/W1siZiIsIjUzMDM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e66e096df9613e89,"MoMA, Floor 1, 1 South"
84194,Untitled,6602,1992,"Eighteen color instant prints (Polaroids) and eighteen engraved plastic plaques","Overall 90 × 162" (228.6 × 411.5 cm)",Photograph,Photography,2002-10-10,https://www.moma.org/collection/works/84194,https://www.moma.org/media/W1siZiIsIjQwNjYwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ebff69298aeb6fa8,"MoMA, Floor 3, 3 East"
84200,"Tugendhat House, Brno, Czechoslovakia (Model of final version)",7166,1928-1930,"Painted wood, metal, wooden tiles, plastic fence steps and windows","13 x 44 1/2 x 36 x 10 3/4" (33 x 113 x 91.4 x 27.3 cm) including base
8 x 44 1/2 x 36" (20.3 x 113 x 91.4 cm)",Architecture,"Architecture & Design",1932-01-01,https://www.moma.org/collection/works/84200,https://www.moma.org/media/W1siZiIsIjYyODI5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=3e710d59a5942ca1,"MoMA, Floor 5, 511"
85730,"Untitled (The Right Protection)",24777,1999,"Lithograph with colored paper pulp additions","20 1/4 × 17 1/2" (51.4 × 44.5 cm)",Print,"Drawings & Prints",2002-06-18,https://www.moma.org/collection/works/85730,https://www.moma.org/media/W1siZiIsIjIxNDExMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3f793afbdb2b83ac,"MoMA, Floor 3, 3 East"
85904,"Lasca from Nigger Heaven (Illustration from Carl van Vechten's novel)",3020,1931,"Gouache and pencil on paper","22 x 15 1/4" (55.9 x 38.7 cm)",Drawing,"Drawings & Prints",1978-10-27,https://www.moma.org/collection/works/85904,https://www.moma.org/media/W1siZiIsIjMzMTYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ad00ecfcc9230bea,"MoMA, Floor 5, 510"
85907,"Mary in Central Park from Nigger Heaven (Illustration from Carl van Vechten's novel)",3020,1931,"Gouache and pencil on paper","22 x 15 1/4" (55.9 x 38.7 cm)",Drawing,"Drawings & Prints",1978-10-27,https://www.moma.org/collection/works/85907,https://www.moma.org/media/W1siZiIsIjMzMTYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fff69a37bf9707a2,"MoMA, Floor 5, 510"
85908,"Byron and Lasca Dance Together from Nigger Heaven (Illustration from Carl van Vechten's novel)",3020,1931,"Gouache and pencil on paper","22 x 15 1/4" (55.9 x 38.7 cm)",Drawing,"Drawings & Prints",1978-10-27,https://www.moma.org/collection/works/85908,https://www.moma.org/media/W1siZiIsIjMzMTYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8e37d2adfb21a6ab,"MoMA, Floor 5, 510"
85912,"At the Winter Palace from Nigger Heaven (Illustration from Carl van Vechten's novel)",3020,1931,"Gouache and pencil on paper","22 x 15 1/4" (55.9 x 38.7 cm)",Drawing,"Drawings & Prints",1978-10-27,https://www.moma.org/collection/works/85912,https://www.moma.org/media/W1siZiIsIjMzMTU5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=41bc8877dbb46fd9,"MoMA, Floor 5, 510"
86021,"Boxes of Kenyon's Johnny Cake cornmeal awaiting shipment. Usquepaug, Rhode Island",1475,"December 1940","Gelatin silver print","7 × 9 1/2" (17.8 × 24.1 cm)",Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86021,https://www.moma.org/media/W1siZiIsIjIxOTUxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=36202810bd39ae56,"MoMA, Floor 5, 519"
86023,"Hurricane Lumber, Ledyard, Connecticut",1475,"November 1940","Gelatin silver print","7 1/16 × 9 5/8" (18 × 24.5 cm)",Photograph,Photography,2002-06-13,https://www.moma.org/collection/works/86023,https://www.moma.org/media/W1siZiIsIjE4NzMyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f61eb80c85973e5d,"MoMA, Floor 5, 519"
86474,"Coffee Table (model IN-50)",4324,1944,"Birch, glass, aluminum dowel","15 5/8 × 50 1/4 × 35 7/8" (39.7 × 127.6 × 91.1 cm)
Component (.a): 3/4 × 50 1/4 × 35 7/8" (1.9 × 127.6 × 91.1 cm)
Component (.b-c): 14 7/8 × 30 1/2 × 1 1/2" (37.8 × 77.5 × 3.8 cm)
Component (.d): 7 13/16 × 9/16" (19.9 × 1.4 cm)",Design,"Architecture & Design",2002-09-17,https://www.moma.org/collection/works/86474,https://www.moma.org/media/W1siZiIsIjU4NTg5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6067013d21a1b410,"MoMA, Floor 1, 1 South"
86630,"Letters (The Twenty-Six Series)",5983,1966,"Galvanized iron, twenty-six parts","Each approximately 6 x 9 x 5/8" (15.2 x 22.9 x 1.6 cm), overall dimensions variable",Sculpture,"Painting & Sculpture",2002-10-07,https://www.moma.org/collection/works/86630,https://www.moma.org/media/W1siZiIsIjUzMDYwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ae12eec48880711b,"MoMA, Floor 4, 413"
87099,"Château Noir",1053,1903-04,"Oil on canvas","29 x 36 3/4" (73.6 x 93.2 cm)",Painting,"Painting & Sculpture",1957-10-09,https://www.moma.org/collection/works/87099,https://www.moma.org/media/W1siZiIsIjE5ODU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=145215fac7a6bfd8,"MoMA, Floor 5, 501"
87101,"Coney Island",1973,1958,"Gelatin silver print","9 3/8 × 13 3/4" (23.8 × 34.9 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/87101,https://www.moma.org/media/W1siZiIsIjM0NjE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cb3580b2268db161,"MoMA, Floor 3, 3 South"
88254,Head,5777,1920,"Oil on wood with glass beads on wire","9 1/4" high (23.5 cm)",Sculpture,"Painting & Sculpture",2003-10-07,https://www.moma.org/collection/works/88254,https://www.moma.org/media/W1siZiIsIjQzODQ0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=29e2548365187fbf,"MoMA, Floor 5, 505"
88569,"Sentry (Posten) from Figurines: The Three-Dimensional Design of the Electro-Mechanical Show Victory over the Sun (Figurinen, die plastische Gestaltung der elektro-mechanischen Schau Sieg über die Sonne)",3569,"1920–21, published 1923","One from a portfolio of ten lithographs","composition (irreg.): 15 1/4 x 7 7/8" (38.7 x 20 cm); sheet: 21 x 17 7/8" (53.3 x 45.4 cm)",Print,"Drawings & Prints",1944-09-27,https://www.moma.org/collection/works/88569,https://www.moma.org/media/W1siZiIsIjIxNzY2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f0f63294bd0a5bda,"MoMA, Floor 5, 505"
88830,"International Space Station Habitation Module, NASA, project,",26342,1983-1986,"Clear acrylic, paint, metal and felt","l. 57 x diam. 14 3/4" (144.8 x 37.5")  height on stand 16" (40.6 cm)",Architecture,"Architecture & Design",2003-10-02,https://www.moma.org/collection/works/88830,https://www.moma.org/media/W1siZiIsIjIzNzU4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e173297ca47f3057,"MoMA, Floor 4, 417"
88839,"HIDEO, It's Me Mama",26369,1983,"Standard-definition video (color, sound)","26:49 min.",Video,"Media and Performance",1984-09-03,https://www.moma.org/collection/works/88839,https://www.moma.org/media/W1siZiIsIjE1MTU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8d4fa78b66cd5cbb,"MoMA, Floor 4, 420"
88949,"Exhibition Pavilion, Z.H.L.C., Zurich, Switzerland (Second-floor plan)",3426,1961,Letterpress,"12 x 17" (30.5 x 43.2 cm)",Architecture,"Architecture & Design",2003-10-02,https://www.moma.org/collection/works/88949,https://www.moma.org/media/W1siZiIsIjI0NzExOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=150a9a79069407d2,"MoMA, Floor 4, 417"
88951,"Exhibition Pavilion, Z.H.L.C., Zurich, Switzerland (Longitudinal section)",3426,1961,Letterpress,"12 x 17" (30.5 x 43.2 cm)",Architecture,"Architecture & Design",2003-10-02,https://www.moma.org/collection/works/88951,https://www.moma.org/media/W1siZiIsIjI0NzEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f756dfb2fbc7f258,"MoMA, Floor 4, 417"
88952,"Exhibition Pavilion, Z.H.L.C., Zurich, Switzerland (Cross section)",3426,1961,Letterpress,"12 x 17" (30.5 x 43.2 cm)",Architecture,"Architecture & Design",2003-10-02,https://www.moma.org/collection/works/88952,https://www.moma.org/media/W1siZiIsIjI0NzEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2e4088113c2dcfe0,"MoMA, Floor 4, 417"
88956,"Exhibition Pavilion, Z.H.L.C., Zurich, Switzerland (West façade)",3426,1961,Letterpress,"12 x 17" (30.5 x 43.2 cm)",Architecture,"Architecture & Design",2003-10-02,https://www.moma.org/collection/works/88956,https://www.moma.org/media/W1siZiIsIjI0NzEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5a90f276f10cd4b9,"MoMA, Floor 4, 417"
89005,"Ben James, Welsh Miner",1973,1951,"Gelatin silver print, printed 1976","8 7/8 × 13 3/8" (22.5 × 34 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/89005,https://www.moma.org/media/W1siZiIsIjM0NjEzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f3aa5cfbeaacde73,"MoMA, Floor 3, 3 South"
89006,London,1973,1951,"Gelatin silver print","9 × 13 1/2" (22.9 × 34.3 cm)",Photograph,Photography,2016-05-19,https://www.moma.org/collection/works/89006,https://www.moma.org/media/W1siZiIsIjM0NjEzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4ff60cd2789271ee,"MoMA, Floor 3, 3 South"
